debate,character,text
3,Davis," Senator Warren, to use Mr. Yang's term, are you just jumping into bed with teachers unions?"
3,Elizabeth Warren," You know, I think I'm the only person on this stage who has been a public school teacher."
3,Elizabeth Warren,"I had wanted to be a public school teacher since I was in second grade. And let's be clear in all the ways we talk about this, money for public schools should stay in public schools, not go anywhere else."
3,Elizabeth Warren,I've already made my commitment. I will -- we will have a secretary of education who has been a public school teacher.
3,Elizabeth Warren,"I think this is ultimately about our values. I have proposed a two-cent wealth tax on the top one-tenth of one percent in this country. That would give us enough money to start with our babies by providing universal child care for every baby age zero to five, universal pre-K for every three-year-old and four-year-old in this country..."
3,Davis," Thank you, Senator."
3,Elizabeth Warren," ... raise the wages of every childcare worker and preschool teacher in this country, cancel student loan debt for 95 percent of the folks who've got it..."
3,Elizabeth Warren," ... and strengthen our unions. This is how we build an America that reflects our values, not just where the money comes from with the billionaires and corporate executives."
3,Davis," Senator Harris, 45 seconds to respond."
3,Kamala Harris," My first grade teacher, Mrs. Frances Wilson (ph), God rest her soul, attended my law school graduation. I think most of us would say that we are not where we are without the teachers who believed in us."
3,Kamala Harris,"I have offered in this campaign a proposal to deal with this, which will be the first in the nation, federal investment, in closing the teacher pay gap, which is $13,500 a year. Because right now, in our public schools, our teachers, 94 percent of them are coming out of their own pocket to help pay for school supplies. And that is wrong."
3,Kamala Harris,"I also want to talk about where we are here at TSU, and what it means in terms of HBCUs. I have, as part of my proposal that we will put $2 trillion into investing in our HBCUs for teachers, because..."
3,Kamala Harris,"Because -- because, one, as a proud graduate of a historically black college and university, I will say -- I will say that it is our HBCUs that disproportionately produce teachers and those who serve in these may professions, but also..."
3,Kamala Harris," But this is a critical point, if a black child has a black teacher before the end of third grade, they're 13 percent more likely to go to college."
3,Kamala Harris,"If that child has had two black teachers before the end of third grade, they're 32 percent more likely to go to college. So, when we talk about investing in our public education system, it is at the source of so much. When we fix it, that will fix so many other things. We must invest in the potential of our children..."
3,Davis,"Senator Sanders, 45 seconds."
3,Kamala Harris, ... and I strongly believe you can judge a society based on how it treats its children. And we are failing on this issue.
3,Bernie Sanders, Guess what?
3,Bernie Sanders,(LAUGHTER)
3,Bernie Sanders,"You're guessing, all right, here's the answer. We are the wealthiest country in the history of the world. And yet, we have the highest child poverty rate of almost any country on earth. We have teachers in this country who are leaving education because they can't work two or three jobs to support themselves."
3,Bernie Sanders,"Which is why, under my legislation, we'll move to see that every teacher in America makings at least $60,000 a year."
3,Bernie Sanders,"What we will also do is not only have universal pre-K, we will make public colleges and universities and HBCUs debt-free. And what we will always also do, because this is an incredible burden on millions and millions of young people who did nothing wrong except try to get the education they need, we are going to cancel all student debt in this country."
3,Davis," Thank you, Senator. Thank you, Senator."
3,Bernie Sanders, And we are going to do that by imposing a tax on Wall Street speculation.
3,Davis,"Mr. Vice president, I want to come to you and talk to you about inequality in schools and race. In a conversation about how to deal with segregation in schools back in 1975, you told a reporter, ""I don't feel responsible for the sins of my father and grandfather, I feel responsible for what the situation is today, for the sins of my own generation, and I'll be damned if I feel responsible to pay for what happened 300 years ago."""
3,Davis,"You said that some 40 years ago. But as you stand here tonight, what responsibility do you think that Americans need to take to repair the legacy of slavery in our country?"
3,Joe Biden," Well, they have to deal with the -- look, there's institutional segregation in this country. And from the time I got involved, I started dealing with that. Red-lining banks, making sure that we are in a position where -- look, you talk about education. I propose that what we take is those very poor schools, the Title I schools, triple the amount of money we spend from 15 to $45 billion a year. Give every single teacher a raise, the equal raise to getting out -- the $60,000 level."
3,Joe Biden,"Number two, make sure that we bring in to help the teachers deal with the problems that come from home. The problems that come from home, we need -- we have one school psychologist for every 1,500 kids in America today. It's crazy."
3,Joe Biden,"The teachers are -- I'm married to a teacher. My deceased wife is a teacher. They have every problem coming to them. We have -- make sure that every single child does, in fact, have 3-, 4-, and 5-year-olds go to school. School. Not daycare. School. We bring social workers in to homes and parents to help them deal with how to raise their children."
3,Joe Biden,"It's not want they don't want to help. They don't -- they don't know quite what to do. Play the radio, make sure the television -- excuse me, make sure you have the record player on at night, the -- the -- make sure that kids hear words. A kid coming from a very poor school -- a very poor background will hear 4 million words fewer spoken by the time they get there."
3,Joe Biden," There's so much we -- no, I'm going to go like the rest of them do, twice over, OK?"
3,Joe Biden,"Because here's the deal. The deal is that we've got this a little backwards. And by the way, in Venezuela, we should be allowing people to come here from Venezuela. I know Maduro. I've confronted Maduro."
3,Joe Biden,"Number two, you talk about the need to do something in Latin America. I'm the guy that came up with $740 million to see to it those three countries, in fact, changed their system so people don't have to chance to leave. You're all acting like we just discovered this yesterday. Thank you very much."
3,Davis, Thank you very much.
3,Davis,Secretary Castro?
3,Julián Castro," Thank you very much. Well, that's -- that's quite a lot."
3,Joe Biden, (OFF-MIKE)
3,Joe Biden,(LAUGHTER)
3,Julián Castro," But, you know -- I grew up in one of those neighborhoods that folks have talked about and a neighborhood that was grappling with the legacy of segregation. In fact, in two public school districts that were involved in a 1973 Supreme Court case challenging how Texas financed its schools."
3,Julián Castro,"And I know that today our schools are segregated because our neighborhoods are segregated. Now, I have an education plan, like a lot of folks up here, that would pay teachers more, that would recruit diverse ranks of teachers, that would invest in our public schools, but I also believe that we have to connect the dots to uplift the quality of life to invest in housing opportunity, to invest in job opportunity, to invest in community schools that offer resources like parents able to go back and get their GED, and health care opportunities, and those things that truly ensure that the entire family can prosper."
3,Julián Castro,"Those are the types of things that we need to do, in addition to lifting up our public schools. You asked a second ago about charter schools. Look, it is a myth that charter schools are better than public schools. They're not."
3,Davis," Thank you, Secretary."
3,Julián Castro," And so while I'm not categorically against charter schools, I would require more transparency and accountability from them than is required right now."
3,Davis," Senator Booker, coming to you now. It was 65 years ago this year that the Supreme Court outlawed racial segregation in public schools. Yet for millions of students of color today, segregation remains a reality."
3,Davis,"Nonwhite districts typically receive $2,200 less per student than those in white districts. This means older books, less access to computers, and often worse outcomes. What is your plan to address segregation? And I'm not just talking about the achievement gap, but I'm talking about the opportunity gap in education."
3,Cory Booker," So, I'm hearing a lot of conversations on the stage that -- and the way we talk about communities of color. Look, I live in a black and brown community below the poverty line. I've lived in public housing projects almost for a decade and saw the anguish of parents who are just so deeply frustrated that they don't have a school that serves their genius."
3,Cory Booker,"I think I'm the only person on the stage -- even though I had no formal authority as mayor to run a school system -- I stepped up and took responsibility for our schools, and we produced results. A lot of folks here are talking about raising teacher salary. We actually did it in Newark, New Jersey."
3,Cory Booker,"And we didn't stop there. Yeah, we closed poor-performing charter schools, but, dagnabbit, we expanded high-performing charter schools. We were a city that said we need to find local solutions that work for our community. The results speak for themselves. We're now the number-one city in America for Beat the Odds schools, from high poverty to high performance."
3,Cory Booker,"Strategies like investing in our children work. And I'll tell you this. I am tired of us thinking about these problems isolated, disconnected from other issues."
3,Cory Booker,"That's why my friend, Secretary Castro, is 100 percent right. We are in the reality we are right now because, Mr. Vice President, of overtly racist policies, not 400 years ago, just in my lifetime, that were red-lining communities, disinvesting in communities, and more than just that, my kids are not only struggling with racial segregation and housing and the challenges of underfunded schools, but they're also struggling with environmental injustice."
3,Cory Booker,"If you've talked to someone who's a parent of a child has had permanent brain damage because of lead, you'll know this is a national problem, because there's over 3,000 jurisdictions in America where children have more than twice the blood lead levels of Flint, Michigan."
3,Cory Booker," And so if I'm president of the United States, it is a holistic solution to education, from raising teacher salary, fully funded special education, but combatting the issues of poverty, combatting the issues of racial segregation, combatting the issues of a criminal justice system..."
3,Cory Booker," ... that takes parents away from their kids, and dealing with environmental justice as a major pillar of any climate policy."
3,Stephanopoulos," Thank you, Linsey. One final question coming up. We'll be right back."
3,Stephanopoulos, And we are now back now for a final round of questions. One question for each candidate. We're going to go in reverse order from the opening statement.
3,Stephanopoulos,"And, candidates, the question is on the quality of resilience. No president can succeed without resilience. Every president confronts crises, defeats, and mistakes. So I want to ask each of you, what's the most significant professional setback you've had to face? How did you recover from it? And what did you learn from it?"
3,Stephanopoulos,Vice President Biden?
3,Joe Biden, I -- I never counted any professional setback like I have as a serious setback. There's things that are important. Things that are unimportant.
3,Protesters, (OFF-MIKE)
3,Stephanopoulos, We're going to clear the protesters now. Just one minute.
3,Stephanopoulos,"Senator Biden, we'll start the clock again."
3,Joe Biden, I'm sorry.
3,Stephanopoulos, We're sorry. Go ahead.
3,Joe Biden," There's setbacks, and there's setbacks. And I think the most critical setback that can occur to anyone is to lose -- well, my dad had an expression. He said, Joey, it's not a question of succeeding, whether you get knocked down, it's how quickly you get up. And he said, you never explain and never complain. And then he would go on to say that the only obligation that really matters, the most important thing, is family."
3,Joe Biden,"And so I was raised to believe that that was the center of everything, family, and could be judged on based how you treatment your family and how you went from there. And I -- it took -- you know, Kierkegaard said faith sees best in the dark. Right after I got elected, my wife and daughter were killed in an automobile accident, and my two sons were badly injured. And I just had been elected, not sworn in. And I lost my faith for a while. I came back."
3,Joe Biden,"And then later, when my son Beau came home from Iraq and -- with a terminal disease, and a year later, year-and-a-half later, losing him was like losing part of my soul."
3,Joe Biden,"But the fact is that I learned that the way you deal with it is you deal with finding purpose, purpose in what you do. And that's why I hope -- I hope he's proud of me today, because he wanted to make sure I didn't run for president, but I stayed engaged, because when you get hit badly, whether you're losing a job or you're raising a family like my dad, where you have to make that longest walk up the stairs to tell your kid you can't live here anymore, Dad lost his job, you know, we've all been through that, in some form or another."
3,Joe Biden,"And it just takes -- it just -- for me, the way I've dealt with it is finding purpose. And my purpose is to do what I've always tried to do and stay engaged in public policy. And -- but there's a lot of people been through a lot worse than I have who get up every single morning, put their feet one foot in front of another, without the help I had. There are real heroes out there. Some real heroes."
3,Stephanopoulos," Thank you, Mr. Vice President. Senator Warren?"
3,Elizabeth Warren," I mentioned earlier, I've known what I wanted to be since second grade. I wanted to be a public school teacher. And I invested early. I used to line my dollies up and teach school. I had a reputation for being tough but fair."
3,Elizabeth Warren,(LAUGHTER)
3,Elizabeth Warren,"By the time I graduated from high school, my family didn't have money for a college application, much less to send me off to four years at a university. And my story, like a lot of stories, has a lot of twists and turns. Got a scholarship, and then at 19, I got married, dropped out of school, took a minimum wage job, thought my dream was over."
3,Elizabeth Warren,I got a chance down the road at the University of Houston. And I made it as a special needs teacher. I still remember that first year as a special needs teacher. I could tell you what those babies looked like. I had 4- to 6-year-olds.
3,Elizabeth Warren,"But at the end of that first year, I was visibly pregnant. And back in the day, that meant that the principal said to me -- wished me luck and hired someone else for the job."
3,Elizabeth Warren,"So, there I am, I'm at home, I got a baby, I can't have a job. What am I going to do? Here's resilience. I said, I'll go to law school. And the consequence was -- I practiced law for about 45 minutes and then went back to my first love, which was teaching."
3,Elizabeth Warren,"But it let me get into fights. It gave me new tools. And the reason I'm standing here today is because I got back up, I fought back. I know what's broken. I want to be in the fight to fix it in America. That's why I'm here."
3,Stephanopoulos," Thank you, Senator."
3,Stephanopoulos,Senator Sanders?
3,Bernie Sanders," Resilience, to me, means growing up in a rent-controlled apartment in Brooklyn, New York, the son of an immigrant who came to this country without a nickel in his pocket."
3,Bernie Sanders,"Professional resilience means to me, George, running for U.S. Senate in Vermont and getting 1 percent of the vote, running for governor and getting 2 percent of the vote, finally becoming mayor of Burlington, Vermont, with a 10-vote margin."
3,Bernie Sanders,"What resilience means to me is that throughout my political career, I have taken on virtually every powerful special interest in this country, whether it is Wall Street, whether it is the insurance industry, whether it is the pharmaceutical industry whose corruption and greed is killing people today, whether it is a military industrial complex or a prison industrial complex."
3,Bernie Sanders,"And I feel confident that given a lifelong record of taking on powerful special interests, of standing up for the working families of this country, that I will be able to take on the greed and corruption of the corporate elite and create a government and an economy that work for all of us, not just the 1 percent."
3,Stephanopoulos," Thank you, Senator Sanders."
3,Stephanopoulos,Senator Harris?
3,Kamala Harris," You know, every office I've run for, whether it be district attorney or attorney general, I was told each time, it can't be done. They said nobody like you has done it before, nobody's ready for you. When I ran for D.A., I won and became the first black woman elected D.A. in a state of 40 million people, in San Francisco."
3,Kamala Harris,"When I ran for attorney general of California, I was elected -- because I didn't listen. And I was the only black elected -- woman black elected attorney general in the state -- in the country."
3,Kamala Harris,"And each time, people would say, it's not your time, it's not your turn, it's going to be too difficult, they're not ready for you, and I didn't listen. And a part of it probably comes from the fact that I was raised by a mother who said many things that were life lessons for me, including don't you let anybody ever tell you who you are. You tell them who you are."
3,Kamala Harris,"And when I look around the town halls that we do in this race for president of the United States, and I look at the -- the meetings that we do and the community meetings, and I see these little girls and boys, sometimes even brought by their fathers, and they bring them to me and I talk to them during these events, and they smile and they're full of joy, and their fathers tell them, see, don't you ever listen and let anybody ever tell you what you can or cannot be. You have to believe in what can be unburdened by what has been."
3,Stephanopoulos," Senator Harris, thank you very much."
3,Stephanopoulos,Mayor Buttigieg?
3,Pete Buttigieg," You know, as a military officer serving under ""don't ask/don't tell,"" and as an elected official in the state of Indiana when Mike Pence was governor, at a certain point, when it came to professional setbacks, I had to wonder whether just acknowledging who I was, was going to be the ultimate career-ending professional setback."
3,Pete Buttigieg,"I came back from the deployment and realized that you only get to live one life. And I was not interested in not knowing what it was like to be in love any longer, so I just came out. I had no idea what kind of professional setback it would be, especially because inconveniently it was an election year in my socially conservative community."
3,Pete Buttigieg,"What happened was that, when I trusted voters to judge me based on the job that I did for them, they decided to trust me and re-elected me with 80 percent of the vote. And what I learned was that trust can be reciprocated and that part of how you can win and deserve to win is to know what's worth more to you than winning."
3,Pete Buttigieg,"And I think that's what we need in the presidency right now. We have to know what we are about. And this election is not about any of us up here. It is not about this president, even though it's hard to talk of anything else some days."
3,Pete Buttigieg,"It's about the people who trust us with their lives, a kid wondering if we're actually going to make their schools safe when they've learned active shooter drills before they've learned to read, a generation wondering we will actually get the job done on climate change. And if we hold to that, then it doesn't matter what happens to each of us professionally. Together, we will win a better era for our country."
3,Stephanopoulos," Mayor Buttigieg, thank you."
3,Stephanopoulos,Mr. Yang?
3,Andrew Yang," I was an unhappy lawyer for five whole months and I left to start a business. And I'm going to share with you all one of the secrets to entrepreneurship. If you want to start something, tell everyone you know you're going to do it. And then you don't have a choice. You put your heart and soul into that. And even though I did that, my company flopped, had its mini-rise and maximum fall."
3,Andrew Yang,"I lost investors, hundreds of thousands of dollars, still owed $100,000 in school debt. My parents still told people I was a lawyer. It was a little easier."
3,Andrew Yang,"So I remember lying on my floor looking up wondering, how did it come to this? Eventually, I picked myself back up. I kept working in small growth companies for another 10 years and eventually had some success."
3,Andrew Yang,"Then after I did have some success, I still remembered how hard it was, how isolating it was, how it feels like your friends no longer want to spend time with you. And so I spent seven years starting and running a nonprofit that helped train young entrepreneurs around the country, including Sean Nguyen (ph), who's here in the audience tonight, who left his gilded Wall Street job to become a food entrepreneur in San Antonio. Sean, I hope I made the process a little bit easier for you than it was for me."
3,Andrew Yang,But the goal of my campaign is to make this an economy that allows us to live our human values and aspirations.
3,Stephanopoulos," Thank you. Thank you, Mr. Yang."
3,Stephanopoulos,Senator Booker?
3,Cory Booker," So my biggest professional setback is embarrassing because a lot of folks know about it. I, with a bunch of tenant leaders in Newark, New Jersey, in 2002 took on the political machine and, boy, did they fight back. I had tires on my car slashed. Our campaign offices were broken into. My phones were tapped. It became a spectacle. And we lost that election."
3,Cory Booker,"And here's a bit of advice to everybody. If you're going to have a spectacular failure, have a documentary team there to capture it, because it made for an Oscar-nominated documentary called ""Street Fight."" But then, unfortunately, another setback. It lost in the Oscars to a movie called ""March of the Dagnab Penguins,"" for crying out loud."
3,Cory Booker,"The people in my community, living in the projects, told me, don't give up on the people and the people won't give up on you. Create bigger and bolder coalitions, and you're going to win. And you know what? We came back four years later and won the largest lopsided victory in our city's history."
3,Cory Booker,"But more than that, the lesson was there. We didn't give up. We were taking on America's toughest problems, from crime to poverty, and we transformed our city, creating tens of thousands of new jobs, the biggest economic expansion in our city, and as I said before, turned around our school system."
3,Cory Booker,"There's more work to do, but I haven't given up on the people. I still live in that community. But this is a big lesson. My staff and my friends and my community told me, if you want to go fast, you may have won the mayor's race, but that's not what life is about. There's an old African saying that says, if you want to go fast, go alone. But if you want to go far, go together."
3,Cory Booker,"The lesson I learned of resilience is to trust people, because the power of the people is always greater than the people in power. And the test of America right now is not a referendum on Donald Trump, it's a referendum on us and who we are and who we're going to be together. We need to use this moment in history to unite in common cause and common purpose, and then there's nothing we can't do together as a nation."
3,Stephanopoulos," Senator Booker, thank you."
3,Stephanopoulos,Congressman O'Rourke?
3,Beto O'Rourke," Thank you, George. Everything that I've learned about resilience I've learned from my hometown of El Paso, Texas. In the face of this act of terror that was directed at our community, in large part by the president of the United States, that killed 22 people and injured many more, we were not defeated by that, nor were we defined by that."
3,Beto O'Rourke,"The very thing that drew that killer to us is the very thing that helps us set the example for the rest of this country. We don't see our differences as disqualifying or dangerous. We see them as foundational to our success, to our strength, and to our security, and to our safety."
3,Beto O'Rourke,"Yesterday, I was visiting with one of those victims. He's the head coach of the Fusion. This is a girls soccer team of 10- and 11-year-old girls. His name is Luis. He was shot in the legs multiple times. He was shot in the side multiple times. He's still healing from his wounds in the hospital, but from his hospital bed, he's still trying to coach the Fusion girls soccer team."
3,Beto O'Rourke,"Memo, his co-coach, is still fighting for his life right now at Del Sol Hospital. Those two men, Jessica and Marcella (ph), their wives, they exemplify resilience to me. And when we end this scourge of gun violence in this country, when we finally confront the racism that exists in America, when we're defined not by our fears, but instead by our aspirations and our ambitions, it will be, in large part, I think, thanks to the example that El Paso has set."
3,Stephanopoulos," Congressman, thank you."
3,Stephanopoulos,Senator Klobuchar?
3,Amy Klobuchar," Thank you. My challenges and resilience have brought me up here. I grew up with a dad who struggled with alcoholism his whole life. And after his third DWI, he had a choice between jail and treatment. He chose treatment, with his faith, with his friends, with our family. And in his words, he was pursued by grace. And that made me interested in public service, because I feel like everyone should have that same right, to be pursued by grace."
3,Amy Klobuchar,"I then got married. My husband's out there somewhere, hopefully smiling, and our daughter. When our daughter was born, I had this expectation, we're going to have this perfect, perfect birth, and she was really sick, and she couldn't swallow. And she was in and out of hospitals for a year-and-a-half."
3,Amy Klobuchar,"But when she was born, they had a rule in place that you got kicked out of the hospital in 24 hours. She was in intensive care, and I was kicked out. And I thought, this could never happen to any other mom again."
3,Amy Klobuchar,"So I went to the legislature, our state legislator, not an elected official, a mom, and I advocated for one of the first laws in the country guaranteeing new moms and their babies a 48-hour hospital stay. And when they tried to delay the implementation of that law, I brought six pregnant friends to the conference committee so they outnumbered the lobbyists 2 to 1. And when they said, when should it take place, they all raised their hands and said now."
3,Amy Klobuchar,"That is what motivated me to go into public service. And when I got to that gridlock of Washington, D.C., I got to work and pass over 100 bills, and I know a lot of my friends here from the left, but remember, I am from the middle of the country. And I believe, if we're going to get things done, that we have to have someone leading the ticket with grit, someone who's going to not just change the policies, but change the tone in the country, and someone who believes in America and believes it from their heart because of where they came from, that everyone should have that same opportunity."
3,Stephanopoulos," Senator, thank you."
3,Stephanopoulos,Secretary Castro?
3,Julián Castro," And thank you, George, to Jorge, to Linsey, and to David, and to all of y'all for tuning in tonight. In many ways, I shouldn't be here on this stage. You know, Castro is my mother's name and was my grandmother's name before her. I grew up in a single-parent household on the west side of San Antonio, going to the public schools. Eventually, my brother, Joaquin, and I became the first in our family to become professionals."
3,Julián Castro,"And when I got home, I took a job at the biggest law firm in town. I was making $100,000 a year in the year 2000. A few months later, I got elected to the San Antonio City Council. And the city council at the time was only paying $1,040 a year, so everybody had another job. And my job was at the law firm."
3,Julián Castro,"Well, a few months after I got elected, the law firm got a client and the client wanted those of us on the city council to vote for a land deal. The land deal was that they wanted to build a golf course over our water supply, because we relied on an underground aquifer. I didn't think the environmental protection plan was strong enough, so I wanted to vote against it and my constituents wanted me to vote against it."
3,Julián Castro,"But under the ethics rules for lawyers in Texas -- because believe it or not, lawyers have ethics rules -- you can't just go against the interest of a client. So I was stuck."
3,Julián Castro,"On the one hand, I wanted to do the right thing. On the other hand, my livelihood, my student loans, my new house payment, my car payment, depended on me shutting up, being conflicted out."
3,Julián Castro,"So, one day, I walked into my law firm and I quit my job. And then I went and I voted against that land deal on the city council."
3,Julián Castro,"And, you know, it was the first test that I had, and I think back to that, because oftentimes we think of politics and you think of politics as dirty or corrupting. I wondered, before I went in it, whether it was change who I was. And I was proud that when that first test came that I stood up for the people that I was there to represent, and not for big special interests."
3,Julián Castro,"There's nobody that gets tested more in a position of public trust than the president of the United States. This president has failed that test. But I want you to know that if you elect me president, I won't. I won't serve anybody except you and your family. And together, we can create an American that's better than ever. Thank you very much."
3,Stephanopoulos," Thank you, Secretary Castro. Thank you to all of our candidates. It was a great debate. I think we learned a lot tonight thanks to you. Thanks to Texas Southern University for hosting us tonight. It was a great crowd, as well, tonight, thanks to you."
4,Cooper," And live from Otterbein University, just north of Columbus, Ohio, this is the CNN-New York Times Democratic presidential debate."
4,Cooper,"We want to welcome our viewers in the United States and watching around the world, watching us on CNN, CNN International, CNN En Espanol, Cnn.com, thenewyorktimes.com, CNN’s Facebook page, and listening on the Westwood One rio network, SiriusXM satellite rio, NPR, and the American Forces Network."
4,Cooper,"I'm Anderson Cooper moderating tonight's debate, along with CNN's Erin Burnett and New York Times national editor Mark Lacey. We are in Ohio tonight, because it's one of the most critical battleground states. Ohio has backed all but two presidential winners in every election since 1896."
4,Burnett," The top 12 Democratic presidential candidates are at their positions behind the podiums. This is a record number of candidates for a presidential primary debate, so to accommodate the large group, there are no opening statements tonight."
4,Lacey," Before we begin, a reminder of the ground rules. You'll each receive 75 seconds to answer questions, 45 seconds for responses and rebuttals, and 15 seconds for clarifications. Please refrain from interrupting your fellow candidates, as that will count against your time."
4,Cooper," And we remind our audience here in the Rike Center at Otterbein to be respectful so the candidates can hear the questions and each other. All right, let's begin."
4,Cooper,"Since the last debate, House Democrats have officially launched an impeachment inquiry against President Trump, which all the candidates on this stage support. Senator Warren, I want to start with you. You have said that there's alrey enough evidence for President Trump to be impeached and removed from office. But the question is, with the election only one year away, why shouldn't it be the voters who determine the president's fate?"
4,Elizabeth Warren, Because sometimes there are issues that are bigger than politics. And I think that's the case with this impeachment inquiry.
4,Elizabeth Warren,"When I me the decision to run for president, I certainly didn't think it was going to be about impeachment. But when the Mueller report came out, I re it, all 442 pages. And when I got to the end, I realized that Mueller h shown, too, a fare-thee-well, that this president h obstructed justice and done it repeatedly. And so at that moment, I called for opening an impeachment inquiry."
4,Elizabeth Warren,"Now, that didn't happen. And look what happened as a result. Donald Trump broke the law again in the summer, broke it again this fall. You know, we took a constitutional oath, and that is that no one is above the law, and that includes the president of the United States."
4,Elizabeth Warren,"Impeachment is the way that we establish that this man will not be permitted to break the law over and over without consequences. This is about Donald Trump, but, understand, it's about the next president and the next president and the next president and the future of this country. The impeachment must go forward."
4,Cooper," Thank you, Senator Warren. You’re all going to get in on this, by the way. Senator Sanders, do Democrats have any chance but to impeach President Trump? Please respond."
4,Bernie Sanders," No, they don't. In my judgment, Trump is the most corrupt president in the history of this country. It's not just that he obstructed justice with the Mueller Report. I think that the House will find him guilty of — worthy of impeachment because of the emoluments clause. This is a president who is enriching himself while using the Oval Office to do that, and that is outrageous."
4,Bernie Sanders,"And I think in terms of the recent Ukrainian incident, the idea that we have a president of the United States who is prepared to hold back national security money to one of our allies in order to get dirt on a presidential candidate is beyond comprehension. So I look forward, by the way, not only to a speedy and expeditious impeachment process, but Mitch McConnell has got to do the right thing and allow a free and fair trial in the Senate."
4,Cooper," Vice President Biden, during the Clinton impeachment proceedings, you said, and I quote, “The American people don't think that they've me a mistake by electing Bill Clinton, and we in Congress h better be very careful before we upset their decision.” With the country now split, have Democrats been careful enough in pursuing the impeachment of President Trump?"
4,Joe Biden," Yes, they have. I said from the beginning that if, in fact, Trump continued to stonewall what the Congress is entitled to know about his background, what he did, all the accusations in the Mueller Report, if they did that, they would have no choice — no choice — but to begin an impeachment proceeding, which gives them more power to seek more information."
4,Joe Biden,"This president — and I agree with Bernie, Senator Sanders — is the most corrupt president in modern history and I think all of our history. And the fact is that this president of the United States has gone so far as to say, since this latest event, that, in fact, he will not cooperate in any way at all, will not list any witnesses, will not provide any information, will not do anything to cooperate with the impeachment. They have no choice but to move."
4,Cooper," Senator Harris, House Speaker Nancy Pelosi has said that members of Congress have to be, in her words, fair to the president and give him a chance to exonerate himself. You've alrey said that based on everything you've seen, you would vote to remove him from office. Is that being fair to the president?"
4,Kamala Harris," Well, it's just being observant, because he has committed crimes in plain sight. I mean, it's shocking, but he told us who he was. Maya Angelou told us years ago, listen to somebody when they tell you who they are the first time."
4,Kamala Harris,"During that election, Donald Trump told us he could shoot somebody on Fifth Avenue and get away with it. And he has consistently since he won been selling out the American people. He's been selling out working people. He's been selling out our values. He's been selling out national security. And on this issue with Ukraine, he has been selling out our democracy."
4,Kamala Harris,"Our framers imagined this moment, a moment where we would have a corrupt president. And our framers then rightly designed our system of democracy to say there will be checks and balances. This is one of those moments. And so Congress must act."
4,Kamala Harris,"But the reality of it is that I don't really think this impeachment process is going to take very long, because as a former prosecutor, I know a confession when I see it. And he did it in plain sight. He has given us the evidence. And he tried to cover it up, putting it in that special server. And there's been a clear consciousness of guilt. This will not take very long. Donald Trump needs to be held accountable. He is, indeed, the most corrupt and unpatriotic president we have ever h."
4,Cooper," Senator Booker, you have said that President Trump's, quote, “moral vandalism” disqualifies him from being president. Can you be fair in an impeachment trial? Please respond."
4,Cory Booker," So, first of all, we must be fair. We are talking about ongoing proceedings to remove a sitting president for office. This has got to be about patriotism and not partisanship."
4,Cory Booker,"Look, I share the same sense of urgency of everybody on this stage. I understand the outrage that we all feel. But we have to conduct this process in a way that is honorable, that brings our country together, doesn't rip us apart."
4,Cory Booker,"Anybody who has criticisms about a process that is making all the facts bare before the American public, that works to build consensus, that's what this nation needs, in what is a moral moment and not a political one. So I swore an oath to do my job as a senator, do my duty. This president has violated his. I will do mine."
4,Cooper," Thank you, Senator Booker."
4,Cooper,"Senator Klobuchar, you have — what do you say to those who fear that impeachment is a distraction from issues that impact people's day-to-day lives, health care, the economy, and could backfire on Democrats?"
4,Amy Klobuchar," We can do two things at once. That's our job. We have a constitutional duty to pursue this impeachment, but we also can stand up for America, because this president has not been putting America in front of his own personal interests."
4,Amy Klobuchar,"He has not been standing up for the workers of Ohio. He’s not been standing up for the farmers in Iowa. And I take this even a step further. You know, when he me that call to the he of Ukraine, he’s digging up dirt on an opponent. That’s illegal conduct. That’s what he was doing. He didn’t talk to him about the Russian invasion. He talked to him about that."
4,Amy Klobuchar,"So I'm still waiting to find out from him how making that call to the he of Ukraine and trying to get him involved in interfering in our election makes America great again. I'd like to hear from him about how leaving the Kurds for slaughter, our allies for slaughter, where Russia then steps in to protect them, how that makes America great again. And I would like to hear from him about how coddling up to Vlimir Putin makes America great again."
4,Amy Klobuchar,"It doesn't make America great again. It makes Russia great again. And that is what this president has done. So whether it is workers' issues, whether it is farmers' issues, he has put his own private interests …"
4,Cooper, Thank you.
4,Amy Klobuchar, … and I will not do that.
4,Cooper," Thank you. Secretary Castro, is impeachment a distraction?"
4,Julián Castro," Not at all. We can walk and chew gun at the same time. And all of us are out there every single day talking about what we're going to do to make sure that more people cross a gruation stage, that more families have great health care, that more folks are put to work in places like Ohio, where Donald Trump has broken his promises, because Ohio, Michigan, and Pennsylvania actually in the latest jobs data have lost jobs, not gained them."
4,Julián Castro,"Not only that, what we have to recognize is that not only did the Mueller Report point out 10 different instances where the president obstructed justice or tried to, and he me that call to President Zelensky of the Ukraine, but he is in ongoingly — in an ongoing way violating his oath of office and abusing his power."
4,Julián Castro,"We have to impeach this president. And the majority of Americans not only support impeachment, they support removal. He should be removed."
4,Cooper," Mayer Buttigieg, you have said that impeachment should be bipartisan. There's been, obviously, very little Republican support to date, yet Democrats are proceeding. Is that a mistake?"
4,Pete Buttigieg," Well, it's a mistake on the part of Republicans, who enable the president whose actions are as offensive to their own supposed values as they are to the values that we all share."
