character,text
BURNETT," Thank you, Mr. Yang."
GABBARD, There's a bigger issue here...
BURNETT," Turning to women's reproductive rights, Ohio is now one of several states that has banned abortions after as early as six weeks of pregnancy. Many women don't even know they're pregnant at that time. The Ohio law, like many others, is being challenged in the courts and has not yet taken effect. Senator Harris, if states prevail on restricting abortion, what's your plan to stop them?"
HARRIS," My plan is as -- as follows. For any state that passes a law that violates the Constitution, and in particular Roe v. We, our Department of Justice will review that law to determine if it is compliant with Roe v. We and the Constitution, and if it is not, that law will not go into effect. That's called pre-clearance."
HARRIS,"Because the reality is that while we still have -- as I said earlier -- these state legislators who are outdated and out of touch, mostly men who are telling women what to do with their bodies, then there needs to be accountability and consequence."
HARRIS,(APPLAUSE)
HARRIS,"But, you know, I'll go further. You may have seen it. I questioned Brett Kavanaugh when I was a member of the Senate Judiciary Committee and asked him as a nominee to serve on the United States Supreme Court, could he think of any law that tells a man what to do with his body? And the answer was, uh, uh, no."
HARRIS,"The reality of it is, this is still a fundamental issue of justice for women in America. Women have been given the responsibility to perpetuate the human species. Our bodies were created to do that. And it does not give any other person the right to tell a woman what to do with that body. It is her body. It is her right. It is her decision."
HARRIS,(APPLAUSE)
BURNETT," Senator Harris, thank you."
BURNETT,"Senator Klobuchar, what would you do to stop states from prevailing? Your response?"
KLOBUCHAR," I would codify Roe v. We and make it the law of the land. But what I want to do right now is just say, what if Donald Trump was standing up here on the debate stage with me? You know what I would say to him? I said, you knew -- you said you wanted to do this in your race for president. You actually said that you wanted to put women in jail. Then you tried to dial it back, and you said you wanted to put doctors in jail."
KLOBUCHAR,"That is exactly what the Alabama law is. It put doctors in jail for 99 years. You, Donald Trump, are not on the side of women. You are not on the side of people of this country, when over 75 percent of people want to keep Roe v. We on the book, when over 90 percent of people want to make sure we have available contraception. You defunded Planned Parenthood. I would fund it again."
BURNETT," Senator, thank you."
BURNETT,"Senator Booker, if states prevail on restricting abortion, how would you stop them? Please respond."
BOOKER," Well, first of all, let's be clear about these laws we see from Alabama to Ohio. They're not just attacks on one of the most sacrosanct ideals in our country -- liberty, the ability to control your own body -- but they're particularly another example of people trying to punish, trying to penalize, trying to criminalize poverty, because this is disproportionately affecting low-income women in this country, people in rural areas in this country. It is an assault on the most fundamental ideal that human beings should control their own body."
BOOKER,"And so the way as president of the United States I'm going to deal with this is, first of all, elevating it like we have with other national crises to a White House-level position. And I will create the Office of Reproductive Freedom and Reproductive Rights in the White House and make sure that we begin to fight back on a systematic attempt that's gone on for deces to undermine Roe v. We."
BOOKER,"I will fight to codify it, and I will also make sure that we fight as this country to repeal the Hyde amendment, so that we are leing the Planet Earth in defending the global assault we see on women right now."
BURNETT," Thank you, Senator."
BURNETT,"Congresswoman Gabbard, your response?"
GABBARD," This is often one of the most difficult decisions that a woman will ever have to make, and it's unfortunate to see how in this country it has for so long been used as a divisive political weapon."
GABBARD,"I agree with Hillary Clinton on one thing, disagree with her on many others, but when she said abortion should be safe, legal, and rare, I think she's correct. We see how the consequences of laws that you're referring to can often le to a dangerous place, as we've seen them as they're passed in other countries, where a woman who has a miscarriage past that six weeks could be imprisoned because abortion would be illegal at that point."
GABBARD,"I do, however, think that there should be some restrictions in place. I support codifying Roe v. We while making sure that, during the third trimester, abortion is not an option unless the life or severe health consequences of a woman are at risk."
BURNETT, Thank you very much.
BURNETT,The Supreme Court is currently me up of five Republican-appointed justices and four appointed by Democrats. The court just announced it will hear arguments in a case challenging some abortion rights.
BURNETT,"Vice President Biden, the Constitution does not specify the number of justices that serve on the Supreme Court. If Roe v. We is overturned on your watch and you can't pass legislation in Congress, would you seek to d justices to the Supreme Court to protect women's reproductive rights?"
BIDEN," I would not get into court packing. We h three justices. Next time around, we lose control, they d three justices. We begin to lose any credibility the court has at all."
BIDEN,"I want to point out that the justices I've supported, when I defeated Robert Bork -- and I say when I defeated Robert Bork, I me sure we guaranteed a woman's right to choose for the better part of a generation. I would make sure that we move and insist that we pass, we codify Roe v. We."
BIDEN,"The public is alrey there. Things have changed. And I would go out and I would campaign against those people in the state of Ohio, Alabama, et cetera, who in fact are throwing up this barrier. Reproductive rights are a constitutional right. And, in fact, every woman should have that right."
BIDEN,"And so I would not pack the court. What I would do is make sure that the people that I recommended for the court, from Ruth Ber Ginsburg to Elena Kagan, who used to work for me, to others, that they, in fact, support the right of privacy, on which the entire notion of a woman's right to choose is based. And that's what I would do. No one would get on the court."
BIDEN,"And by the way, if, in fact, at the end of this -- beginning next year, if, in fact, one of the justices steps down, God forbid, in fact, I would make sure that we would do exactly what McConnell did last time out. We would not allow any hearing to be held for a new justice."
BURNETT," Thank you, Mr. Vice President."
BURNETT,"Mayor Buttigieg, you have discussed expanding the court from 9 to 15 justices. What's your response to the vice president?"
BUTTIGIEG," That's right. When I proposed reforming the Supreme Court, some folks said that was too bold to even contemplate. Now, I'm not talking about packing the court just with people who agree with me, although I certainly will appoint people who share my values, for example, the idea that women's reproductive freedom is an American right."
BUTTIGIEG,"What I'm talking about is reforms that will depoliticize the court. We can't go on like this, where every single time there is a vacancy, we have this apocalyptic ideological firefight over what to do next."
BUTTIGIEG,"Now, one way to fix this would be to have a 15-member court where five of the members can only be appointed by unanimous agreement of the other 10. Smarter legal minds than mine are discussing this in the Yale Law Journal and how this could be done without a constitutional amendment. But the point is that not everybody arrives on a partisan basis."
BUTTIGIEG,"There are other reforms that we could consider, from term limits -- don't forget, justices used to just retire like everybody else -- to a rotation off the appellate bench."
BURNETT, Thank you.
BUTTIGIEG," I'm not wedded to a particular solution, but I am committed to establishing a commission on day one..."
BURNETT," Thank you, Mayor Buttigieg."
BUTTIGIEG," ... that will propose reforms to depoliticize the Supreme Court, because we can't go on like this."
BURNETT," Thank you very much, Mayor Buttigieg. Secretary Castro, he's talking about making the court bigger. Your response? Is it a good idea?"
CASTRO," I don't think it is. I wouldn't pack the court. You know, I think the plan that Mayor Pete mentioned is an interesting one, but I actually believe, if we were selecting from one of those things, that the smarter move might be to look at term limits or having people cycle off from the appellate courts so that you would have a replenishment of perspective."
CASTRO,"I would also make sure that I appoint as president people who respect the precedent of Roe v. We, that we codify Roe v. We, and that we do away with things like the Hyde amendment, because you shouldn't only be able to have reproductive freedom if you have money. We have to think about people who do not, people who are poor. And we have to concern ourselves not only with reproductive freedom, but also reproductive justice and invest in the ability of every woman to be able to make a choice and to be able to have her health care needs met."
BURNETT," Senator Warren, would you consider ding more justices to the Supreme Court to protect Roe v. We? Your response?"
WARREN," I think there are a number of options. I think, as Mayor Buttigieg said, there are many different ways. People are talking about different options, and I think we may have to talk about them."
WARREN,"But on Roe v. We, can we just pause for a minute here? I lived in an America where abortion was illegal, and rich women still got abortions, because they could travel, they could go to places where it was legal."
WARREN,"What we're talking about now is that the people who are denied access to abortion are the poor, are the young, are 14-year-olds who were molested by a family member. And we now have support across this country. Three out of four Americans believe in the rule of Roe v. We. When you've got three out of four Americans supporting it, we should be able to get that passed through Congress."
BURNETT," Senator, thank you."
WARREN," We should not leave this to the Supreme Court. We should do it through democracy, because we can."
BURNETT," Thank you very much, Senator."
COOPER," As some of you have indicated, the differences between all of you on this stage are tiny compared to the differences between you and President Trump. There are, however, fundamental differences between many of you on this stage."
COOPER,"Vice President Biden, just on either side of you, Senator Warren is calling for big structural change. Senator Sanders is calling for a political revolution. Will their visions attract the kind of voters that the Democrats need to beat Donald Trump?"
BIDEN," Well, I think their vision is attracting a lot of people, and I think a lot of what they have to say is really important. But, you know, Senator Warren said we can't be running any vague campaigns. We've got to level with people. We've got to level with people and tell them exactly what we're going to do, how we're going to get it done, and if you can get it done."
BIDEN,"I'm going to say something that is probably going to offend some people here, but I'm the only one on this stage that has gotten anything really big done, from the Violence Against Women Act to making sure that we pass the Affordable Care Act to being in a position where we, in fact, took almost a $90 billion act that kept us from going into a depression, making us -- putting us in a position where I was able to end roe -- excuse me, able to end the issue of gun sales in terms of assault weapons."
BIDEN,"And so the question is, who is best prepared? We all have good ideas. The question is, who is going to be able to get it done? How can you get it done? And I'm not suggesting they can't, but I'm suggesting that that's what we should look at. And part of that requires you not being vague. Tell people what it's going to cost, how you're going to do it, and why you're going to do it. That's the way to get it done. Presidents are supposed to be able to persue."
COOPER," Just to clarify, Vice President, who are you saying is being vague?"
BIDEN," Well, the senator said -- she's being vague on the issue of -- actually, both are being vague on the issue of Medicare for all. No, look, here's the deal. Come on. It costs $30 trillion. Guess what? That's over $3 trillion -- it's more than the entire federal budget -- let me finish, OK?"
COOPER, You'll both get in.
BIDEN," If you eliminated the entire Pentagon, every single thing, plane, ship, troop, the buildings, everything, satellites, it would get you -- it would pay for a total of four months. Four months. Where do you get the rest? Where does it come from?"
SANDERS, Two things. Let me explain in two ways.
COOPER," Senator Sanders, respond."
SANDERS," Joe, you talked about working with Republicans and getting things done. But you know what you also got done? And I say this as a good friend. You got the disastrous war in Iraq done. You got a bankruptcy bill, which is hurting middle-class families all over this country. You got tre agreements, like NAFTA and PNTR, with China done, which have cost us 4 million jobs."
SANDERS,"Now, let's get to Medicare for all. Let's be honest. We spend twice as much per person as do the people of any other major country on Earth. And the answer is, if we have the guts that I would like to see the Democratic Party have that guts, to stand up to the drug companies and the insurance companies and tell them that the function of health care is to guarantee care to all people, not to make $100 billion in profit."
COOPER," Thank you, Senator."
SANDERS," If we stood together, we could create the greatest health care system in the world."
COOPER," Vice President Biden, you can respond, and then Senator Warren."
BIDEN, We can do that without Medicare for all. We can do that by ding a public option.
SANDERS, No.
BIDEN, We can.
SANDERS," No, you can't."
BIDEN, And we can afford to do it.
SANDERS, You've got to take on the greed and the profiteering of the health care industry.
BIDEN," By the way, the greed and..."
COOPER, Let him respond. Mr. Vice President?
BIDEN," The greed and profiteering of those insurance companies, they are as much against my bill as they are anybody else. They were strongly against Obamacare. They know it cost them. And it's going to take away the right of people to choose, the 160 million people out there who've negotiated their health insurance, and they want to keep it. They should have a right to keep it."
COOPER," Senator Warren, your response?"
WARREN," So you started this question with how you got something done. You know, following the financial crash of 2008, I h an idea for a consumer agency that would keep giant banks from cheating people. And all of the Washington insiders and strategic geniuses said, don't even try, because you will never get it passed."
WARREN,"And sure enough, the big banks fought us. The Republicans fought us. Some of the Democrats fought us. But we got that agency passed into law. It has now forced big banks to return more than $12 billion directly to people they cheated."
WARREN,"I served in the Obama ministration. I know what we can do by executive authority, and I will use it. In Congress, on the first day, I will pass my anti-corruption bill, which will beat back the influence of money..."
COOPER," Thank you, Senator."
WARREN," ... and repeal the filibuster. And the third, we want to get something done in America, we have to get out there and fight..."
COOPER," Thank you, Senator."
WARREN, ... for the things that touch people's lives.
COOPER, Mayor...
BIDEN," I agree. Let me -- she referenced me. I agreed with the great job she did, and I went on the floor and got you votes. I got votes for that bill. I convinced people to vote for it. So let's get those things straight, too."
COOPER," Senator Warren, do you want to respond?"
COOPER,(APPLAUSE)
WARREN," I am deeply grateful to President Obama, who fought so hard to make sure that agency was passed into law, and I am deeply grateful to every single person who fought for it and who helped pass it into law. But understand..."
BIDEN, You did a hell of a job in your job.
WARREN, Thank you.
WARREN,(LAUGHTER)
WARREN,"But understand this. It was a dream big, fight hard. People told me, go for something little, go for something small, go for something that the big corporations will be able to accept."
COOPER," Thank you, Senator."
WARREN," I said, no, let's go for an agency that will make structural change in our economy."
COOPER," Senator, thank you."
WARREN," And President Obama said, I will fight for that, and he sometimes h to fight against people in his own ministration. We have..."
BIDEN, Not me.
WARREN," We have to be willing to make good, big, structural change."
COOPER," Mayor Buttigieg, which is the right vision for a Democrat to beat Donald Trump? That's the essential question."
BUTTIGIEG," If I h a buck for every argument that I've witnessed like this, I could pay for college for everybody. We need to move past what has been consuming this whole political space for as long as I've been alive."
BUTTIGIEG,"We're being offered a false choice. I don't agree with the vice president that Trump is an aberration. I don't agree that there's any such thing as back to normal. Because here in the industrial Midwest, definitely where I live, normal didn't work. That's part of how we got here. That's part of how a guy like Donald Trump managed to get within cheating distance of the Oval Office in the first place."
BUTTIGIEG,"But I also don't agree with Senator Warren that the only way forward is infinite partisan combat. Yes, we have to fight -- absolutely, we have to fight for the big changes at hand, but it's going to take more than fighting. Once again, I want to take you back to that day after Trump has stopped being president. Think about what the president can do to unify a new American majority for some of the boldest things we've attempted in my lifetime -- Medicare for all who want it, actually getting something done on immigration for the first time since the '80s, an assault weapons ban, which would be a huge deal, making college free for low- and middle-income students."
BUTTIGIEG,"Yet there are some here on this stage who say it doesn't count unless we go even further, free college for low- and middle-income students isn't good enough unless we're also paying for the children of billionaires. Immigration reform isn't enough unless we also decriminalize border crossings. We have an opportunity to do the biggest things we've done..."
COOPER," Thank you, Mayor."
BUTTIGIEG, ... in my lifetime...
COOPER, Senator?
BIDEN, I did not say back to normal.
BIDEN,(CROSSTALK)
COOPER," Thank you, Mayor. Senator Klobuchar? Senator Klobuchar?"
COOPER,(CROSSTALK)
KLOBUCHAR," Thank you. You know, this isn't a flyover part of the country to me. The heartland is where I live. And I want to win those states that we lost last time, and I have bold ideas to get us there. And I think just because they're different than Elizabeth's doesn't mean they're bold."
KLOBUCHAR,"But we can't get any of this done on climate change or immigration reform unless they win. And what I have done is win and the only one up here, time and time again, the reddest of red districts, Michele Bachmann's, I -- I won that district three times, rural districts that border Iowa and North and South Dakota. And I do it by going not just where it's comfortable but where it's uncomfortable."
KLOBUCHAR,"And that is why I have been in Pennsylvania and in Michigan and in Wisconsin and all over Ohio and in Iowa, because I think we need to build a blue Democratic wall around those states and make Donald Trump pay for it."
COOPER," Thank you. Senator Warren, she referenced you, so you can respond."
WARREN," Now, people who are struggling to pay health care are fighting today. People who are getting crushed by student loans are in a fight today. People who are getting stopped by the police or paid less because of the color of their skin are in a fight today."
WARREN,"And anyone who doesn't understand that Americans are alrey in these fights is not someone who is likely to win them. For me, this is about knowing what's broken, knowing how to fix it, and, yes, I'm willing to get out there and fight for it."
COOPER, Senator Sanders...
BUTTIGIEG," There's a missing people, and that is..."
BUTTIGIEG,(CROSSTALK)
COOPER," Senator Sanders, why is your approach more likely to beat President Trump?"
SANDERS, I'll tell you why.
COOPER, Please respond.
SANDERS, And here's the rical reason why. It's what the American people want.
WARREN, Yes.
SANDERS," All right, the American people do not want tax breaks for billionaires. They want the rich to start paying their fair share of taxes. A poll came out yesterday, 71 percent of Democrats support Medicare for all. The people of this country understand that we've got to make public colleges and universities tuition-free. And more and more Americans, including Republicans, understand we need bold action if we're going to save this planet for our children and our grandchildren."
SANDERS,"The way you win an election in this time in history is not the same old, same old. You have to inspire people. You have to excite people. You've got to bring working people and young people and poor people into the political process..."
COOPER, Thank you. Thank you.
SANDERS," ... because they know you stand for them, not corporate America."
SANDERS,(APPLAUSE)
COOPER," Congressman O'Rourke, is political revolution what the American people want? Your response."
O'ROURKE," There was some talk about getting big things done. When I was first elected to Congress, I found that El Paso, Texas, h the worst wait times in the country to see a mental health care provider at the V.A. I don't know how sensational or exciting that was to everyone in the country or even most people in El Paso, but it was important to those veterans who I serve."
O'ROURKE,"So we set about turning around the V.A., hiring up the psychiatrists and psychologists and therapists to take care of those women and men who h put their lives on the line for this country. And we were able to do that, and we took what we learned, and we applied it to a national law as a member of the minority working with Republicans and Democrats alike to expand mental health care access for veterans nationally."
O'ROURKE,"And then in Texas, one of what was thought to be the reddest states in the country, going to every single county..."
COOPER," Thank you, Congressman."
O'ROURKE," ... talking about this progressive agenda, and winning more votes than any Democrat has ever won, that's the way that we defeat Donald Trump in November of 2020."
COOPER," Congressman O'Rourke, thank you. We have to take a quick break. The CNN-New York Times debate live from Ohio will continue right after this."
COOPER,(COMMERCIAL BREAK)
COOPER, We are back with the CNN-New York Times Democratic presidential debate. We have time for one more question that we would like all of you to weigh in on.
COOPER,"Last week, Ellen DeGeneres was criticized after she and former President George W. Bush were seen laughing together at a football game. Ellen defended their friendship, saying, we're all different and I think that we've forgotten that that's OK that we're all different."
COOPER,"So in that spirit, we'd like you to tell us about a friendship that you've h that would surprise us and what impact it's h on you and your beliefs."
COOPER,"Secretary Castro, let's begin with you."
CASTRO," Well, first of all, thank you to Marc, thank you, Anderson, and thank you, Erin, and CNN, and New York Times and everybody who is here tonight."
CASTRO,"You know, some of the most interesting friendships that I've h have been with people different from me, either people older than me that h a lot to teach me, or people who grew up very different from me. Also, teachers, as I was growing up, people that h a life experience that when I was growing up was beyond mine."
CASTRO,"And sometimes also -- and this goes to the heart of your question, I think -- people who thought differently from me, folks that I considered and have considered friends, and I think that there's a value to that. I think that that should be reflected more in our public life."
CASTRO,"I also believe, to just speak about the incident last week with Ellen and George W. Bush, I completely understood what she was saying about being kind to others. I believe that we should be more kind to other folks."
CASTRO,"I also believe that we should hold people to account for what they've done, especially public servants who have a record of having done something or not done something. And I think that we can do both of those things. I think that we can be kind to people and also hold them accountable for their actions."
CASTRO,"And there are people, whether it's our former president, George W. Bush, or others that should be held accountable. Just as we should be kind, we shouldn't be me to feel shameful about holding people accountable for what they've done."
COOPER, Congresswoman Gabbard?
GABBARD," Thank you. You know, where I come from in Hawaii, many of you know, we greet each other with ""aloha."" It's not a word that means hello and goodbye. It actually means something much more powerful than that. It means I come to you with respect and a recognition that we're all connected, we're all brothers and sisters, we're all God's children."
GABBARD,"So I've developed friendships that some people may be surprised about within the Washington circles, especially, with Republicans, like Trey Gowdy, for example. He and I disagree a lot and very strongly on a lot of political issues. We've developed a friendship that's based on respect. And he's been there for me during some personally challenging times."
GABBARD,"The challenge before us today is that our country is very divided. Donald Trump must be defeated. But we must do more than just defeat Donald Trump. We need to deliver a win for the American people. We must stand united as Americans, remembering that we are all brothers and sisters, that we are all connected. This is the kind of leership that I seek to bring as president, inspired by the example of presidents like Abraham Lincoln, who talked about how we should have malice for none and charity for all."
GABBARD,"When I look out at our country, I don't see deplorables, I see fellow Americans, people who I treat with respect, even when we disagree and when we disagree strongly. I will work to restore a White House that represents light and compassion and respect for every American regardless of race, religion, orientation, gender, or political affiliation."
GABBARD,"So I want to ask everyone to join me. Join me in bringing about this government of, by, and for the people that serves all the people of this country. You can visit my website, tulsi2020.com, for more information."
COOPER," Thank you, Congresswoman."
COOPER,Senator Klobuchar?
KLOBUCHAR," For me, it's John McCain, and I miss him every day. I traveled all over the world with him. And he would sometimes, when we were seated with world leers, and they would look away from me, he'd say, ""Senator Klobuchar is the le Democrat on this trip, and she will go next."""
KLOBUCHAR," And I still remember being there at his ranch. John and I went to visit him and Cindy when he was dying. And he pointed to some words in his book, because he could hardly talk. And the words says this""There is nothing more liberating in life than fighting for a cause larger than yourself."""
KLOBUCHAR,"That's what we're doing right now. And while we have h major debates about policy, we have to remember that what unites us is so much bigger than what divides us. And we have to remember that our job is to not just change policy, but to change the tone in our politics, to look up from our phones, to look at each other, to start talking to each other, because the way we win -- and not just win the presidency, but take back the U.S. Senate -- is by winning big."
KLOBUCHAR,"And the way we win big is with that fired up Democratic base that's out there today, but it is also about bringing in independents and moderate Republicans. I can le this. And I ask you to join me because I've done it before and I will do it again, amyklobuchar.com. Join our team. Thank you."
COOPER," Senator, thank you very much."
COOPER,(APPLAUSE)
COOPER,"Mr. Steyer, tell us about your most surprising friendship."
STEYER," So I'm friends with a woman from Denmark, South Carolina, named Deanna Berry, who's fighting for clean water and environmental justice in her community. She's a different gender. She's a different race. She's from a different part of the country. But she reminds me of my parents in terms of her courage and her optimism and her honor."
STEYER,"My mother was a schoolteacher in the New York Public Schools and in the Brooklyn House of Detention. My father was the first generation in his family to go to college. My grandfather was a plumber. He interrupted his law degree to go into the Navy in World War II and he ended up prosecuting the Nazis at Nuremberg. And when I asked him what that experience meant, he said, when you see something wrong in your society, you fight it from the first day and every single day after."
STEYER,"And that's why I started the Need to Impeach movement two years ago, because there was something terribly wrong at 1600 Pennsylvania Avenue. And over 10 years ago, I saw that there was a terrible threat to the safety and health of every American in terms of the climate crisis. And I've been fighting those companies with the help of the American people ever since successfully, and that's why I'm running for the president, because our government has failed, it's been bought by corporations, and it's absolutely essential to return power to the people."
STEYER,"I have been doing exactly what my parents taught me to do, which is to take on the biggest problems in America directly and fight for them every single day."
COOPER," Thank you, Mr. Steyer."
COOPER,(APPLAUSE)
COOPER,Congressman O'Rourke?
O'ROURKE," I've always tried to bring people in to the solutions that we have to our common challenges, regardless of the differences. I did that as a small-business owner more than 20 years ago, making sure that we could get a small tech company off the ground in El Paso, Texas."
O'ROURKE,"Did it as a member of the City Council, where I saw my colleagues not as Republicans or Democrats, but my fellow El Pasoans who h a responsibility to deliver for our community."
O'ROURKE,"As a member of Congress, I remember being in San Antonio. I was visiting the V.A. there, March of 2017. Found that my flight h been snowed in, in Washington, D.C. I happened to be in the elevator with a Republican member of Congress, Will Hurd. And on a whim, I said, do you want to just rent a car and drive from San Antonio to Washington?"
O'ROURKE,"And he called my bluff. We got in that Chevy Impala, last car on the lot. It was spring break. Drove 1,600 miles across the country. Live streamed the conversation, a Republican and a Democrat finding out what we h in common."
O'ROURKE,"By the end of that trip, not only h we formed a friendship, but we h formed trust. We worked with each other on each other's bills. I got Will to work with me on an immigration bill, showing party leers from either side that Republicans and Democrats could work together on an otherwise contentious issue."
O'ROURKE,"And then across Texas, I mentioned winning more votes than any Democrat. We won independents and Republicans in record numbers, as well. I will bring people in and together to face the common challenges that we have and to make sure that America rises to this opportunity."
COOPER," Senator Booker, tell us about your most surprising friendship."
BOOKER," Well, look, I have so many, I don't even know where to count. I was the mayor of a large city with a Republican governor. He and I h to form a friendship, even though I can write a dissertation on our disagreements. When I got to the United States Senate, I went there with the purpose of making friendships across the aisle."
BOOKER,"I go to Bible study in Chairman Inhofe's office. He and I pass legislation together to help homeless and foster kids. I went out to try to invite every one of my Republican colleagues to dinner. And let me again say, finding a dinner at a restaurant, agreeing on one with Ted Cruz was a very difficult thing. I'm a vegan, and he's a meat-eating Texan."
BOOKER,"But I'll tell you this right now, this is the moment in America that this is our test. The spirit of our country, I believe in the values of rugged individualism and self-reliance, but think about our history. Rugged individualism didn't get us to the Moon. It didn't beat the Nazis. It didn't map the human genome. It didn't beat Jim Crow. Everything we did in this country big."
BOOKER,"And, Vice President, we have done so many big things. The fact that there's an openly gay man, a black woman, all of us on the stage are because we in the past are all inheritors of a legacy of common struggle and common purpose."
BOOKER,"This election is not a referendum on one guy in one office. It's a referendum on who we are and who we must be to each other. The next leer is going to have to be one amongst us Democrats that can unite us all, not throw elbows at other Democrats that are unfair, because the preparation is being the leer that can revive civic of grace in our country, teach us a more courageous empathy, and remind America that patriotism is love of country, and you cannot love your country unless you love your fellow countrymen and women."
BOOKER,"And love is not sentimentality. It's not anemic. Love is struggle. Love is sacrifice. Love is the words of our founders who said at the end of the Declaration of Independence that if we're ever going to make it as a nation, we must mutually pledge to each other..."
COOPER, Thank you.
BOOKER," ... our lives, our fortunes, and our sacred honor. I am running for president to restore that sacred honor."
COOPER, Thank you.
BOOKER," And if you believe in that like I do, please join me by going to corybooker.com. Thank you."
BOOKER,(APPLAUSE)
COOPER," Thank you, Senator. Mr. Yang?"
YANG," First, I want to thank all the voters tuned in at home. And if you don't feel like you answered your -- you got your question answered tonight, it's understandable. There are 12 of us."
YANG,"I'm going to be answering voter questions for 10 straight hours this Friday. My web site, yang2020.com. And if you ask your question tonight, there's a better chance I'll get to it."
YANG,"My surprising friendship, it's been so much fun running for president, because I've gotten to meet so many Americans I never would have gotten to meet otherwise. The friendship that sticks out for me is a guy named Fred, who's an avid Trump supporter, a trucker. He let me ride in his truck for hours. He spent some time in jail. I heard about his experiences trying to get other people off of drugs."
YANG,"And I'm happy to say that, after our ride together, he actually said that he would move from Donald Trump to my campaign, which was a thrill for me. And we remained in touch ever since."
YANG,"The truth is that what happened to the 4 million manufacturing workers here in Ohio and Michigan and Pennsylvania and Wisconsin and Iowa did not care about our political party. The fourth industrial revolution is now migrating from manufacturing workers to retail, call centers, transportation, as well as to white-collar workers like attorneys, pharmacists, and riologists. It does not care about our party."
YANG,"Donald Trump h a set of solutions in 2016. What did he say? He said we're going to build a wall, we're going to turn the clock back, we're going to bring the old jobs back. America, we have to do the opposite of all of these things. We have to turn the clock forward. We have to accelerate our economy and society as quickly as possible. We have to evolve in the way we think about ourselves and our work and our value. It is not left. It is not right. It is forward. And that is where we must take the country in 2020."
YANG,(APPLAUSE)
COOPER," Mr. Yang, thank you very much. Senator Harris?"
HARRIS," Thank you. Probably Rand Paul. He and I -- actually, I invited him to join me on a bill to end the money bail system in the United States. He and I agree on almost nothing, but we agree on that. And after we joined forces, he said to me, ""Kamala, you know, Appalachia loves this."" And it really me the point that the vast majority of us have so much more in common than what separates us."
HARRIS,"And I guess that's why I'm running. I do believe that to beat Donald Trump, but also to heal our country, we need a leer who has the ability to unify our country and see that the vast majority of us have so much more in common than what separates us."
HARRIS,"And I'll tell you, my mother was 19 when she left India alone. And she wanted to travel to learn science because her mission in life was to cure cancer. And so she arrived in California. She got -- you know, she was supposed to have an arranged marriage, but she got involved in the civil rights movement, she met my father, and that produced my sister and me. They got married. But when I was five, that marriage ended."
HARRIS,"But my mother convinced us that we could do anything. And so I became the first woman attorney general of California, the second black woman elected to the United States Senate, and I will tell you, that's part of why I'm running, because Donald Trump, if he h his way, my story would not be possible. And I am running to make sure that that dream, the American dream, American values, American ideas will always hold true."
HARRIS,And so that's what is at stake in this election. And I believe I am uniquely able to see the commonalities among us and to speak the story of the American dream and the need to reclaim it.
HARRIS,(APPLAUSE)
COOPER," Thank you, Senator Harris. Mayor Buttigieg?"
BUTTIGIEG," Well, I think about the friendships that I formed in the military, people who were rically different from me, different generation, different race, definitely different politics. And we learned to trust each other with our lives."
BUTTIGIEG,"When they got into my vehicle and when we went outside the wire, they didn't care if I was going home to a boyfriend or a girlfriend, they didn't care what country my d immigrated from and whether he was documented or not. We just learned to trust each other."
BUTTIGIEG,"In fact, the fact that I want every American to have that experience without having to go to war to get there is one of the reasons why I believe national service is so important. I guess I’ll follow in the pattern tonight and point out you can go to peteforamerica.com and re all about it."
BUTTIGIEG,"It's also about building a sense of belonging in this country, because I think that's what friendship and that's what service can create. And I think we have a crisis of belonging in this country that is helping to explain so many of our problems, from our politics being what it is to the fact that people are self-medicating and we're seeing a rise in the deaths from despair."
BUTTIGIEG,"I believe only the president can build a sense of belonging and purpose for the entire country. The purpose of the presidency is not the glorification of the president. It is the unification of the American people. And I'm asking for your vote to be that president, when the dust clears over the rubble of our norms and institutions at the end of the Trump presidency, pick up the pieces and guide us toward a better future."
BUTTIGIEG,(APPLAUSE)
COOPER," Mr. Mayor, thank you. Senator Sanders?"
SANDERS," When I was chairman of the Senate Committee on Veterans Affairs, I tried to get through the most comprehensive piece of veterans legislation in modern American history. And I failed. I only h two Republicans to vote with me in the Senate. So we h to go back to the drawing board."
SANDERS,"And I worked with John McCain. I certainly did not get in that legislation working with McCain all that I wanted. But it turned out that we were able to pass a very, very significant piece of legislation, including $5 billion more for the Veterans ministration."
SANDERS,"More recently, I worked with a very conservative Republican from Utah, Mike Lee. And Mike understood, although he and I disagree on everything, that the U.S. involvement in the Saudi-led war in Yemen was a catastrophic disaster for the people of Yemen. And for the first time in 45 years, we were able to get the War Powers Act utilized and get U.S. -- get the votes to get the U.S. troops out of that area."
SANDERS,"But I think, at the end of day, what I appreciate is that we have got to end the hatred that Trump is fostering on our people, the divisiveness, trying to divide us up by the color of our skin or where we were born or our sexual orientation or our religion."
SANDERS,"And there is no job that I would undertake with more passion than bringing our people together around an agenda that works for every man, woman, and child in this country rather than the corporate elite and the 1 percent. A progressive agenda that stands for all is the way that we transform this country."
SANDERS,(APPLAUSE)
COOPER," Senator Sanders, thank you. Senator Warren?"
WARREN," You ask about a surprising friend. For me, it would be Charles Fried. Twenty-seven years ago, when I was under consideration for a job, he was someone who h been George Bush, the first, solicitor general, a deeply principled Republican."
