character,text,
GILLIBRAND,"And I just need to understand as a woman who's worked my entire career as the primary wage earner, as the primary caregiver, in fact, the second -- my second son, Henry, is here, and I had him when I was a member of Congress.",
GILLIBRAND,"So under Vice President Biden's analysis, am I serving in Congress resulting in the deterioration of the family, because I had access to quality affordable day care? I just want to know what he meant when he said that.",
BIDEN," That was a long time ago, and here's what it was about. It would have given people making today $100,000 a year a tax break for childcare. I did not want that. I wanted the childcare to go to people making less than $100,000. And that's what it was about.",
BIDEN,"As a single father who in fact raised three children for five years by myself, I have some idea what it cost.",
BIDEN,"I support making sure that every single solitary person needing childcare get an $8,000 tax credit now. That would put 700,000 women back to work, increase the GDP by almost 8/10 of 1 percent. It's the right thing to do if we can give tax breaks to corporations for these things, why can't we do it this way?",
GILLIBRAND," But Mr. Vice President, you didn't answer my question. What did you mean when you said when a woman works outside the home it's resulting in quote, the deterioration of family ...",
BIDEN," No, what I ...",
GILLIBRAND, And that we are voiding -- these are quotes. It was the title of the op-ed and that just causes concern for me because we know America's women are working. 4 out of 10 moms have to work. They're the primary or sole wagers. They actually have to put food on the table.,
GILLIBRAND,8 out of 10 moms are working today. Most women have to work to provide for their kids. Many women want to be working to provide for their communities and to help people.,
BASH," Thank you, Senator. Let the vice president respond now, thank you.",
GILLIBRAND, So either you don't believe it today or what did you mean when you said it then?,
BIDEN, The very beginning my deceased wife worked when we had children. My present wife has worked all the way through raising our children. The fact of the matter is the situation is one that I don't know what's happened.,
BIDEN,I wrote the Violence against Women Act. Lilly Ledbetter. I was deeply involved in making sure the equal pay amendments. I was deeply involved on all these things. I came up with the it's on us proposal to see to it that women were treated more decently on college campuses.,
BIDEN,You came to Syracuse University with me and said it was wonderful. I'm passionate about the concern making sure women are treated equally. I don't know what's happened except that you're now running for president.,
BIDEN,(APPLAUSE),
GILLIBRAND," So I understand -- Mr. Vice President -- Mr. Vice President, I respect you deeply. I respect you deeply but those words are very specific. You said women working outside the home would lead to the deterioration of family.",
GILLIBRAND,My grandmother worked outside the home. My -- my mother worked outside the home. And -- and ....,
BASH," Thank you, Senator GILLIBRAND.",
BASH,(CROSSTALK),
BASH,I want to bring Senator Harris into this conversation.,
GILLIBRAND, Either he no longer believes it -- I mean I just think he needs to ...,
BIDEN, I never believed it.,
BASH," Thank you. Senator Harris, please respond.",
HARRIS," Well, I just -- listen, I mean talk about now running for president, you change your position on the Hyde Amendment, Vice President, where you mad a decision for years to withhold resources to poor women to have access to reproductive healthcare and including women who were the victims of rape and incest.",
HARRIS,"Do you now say that you have evolved and you regret that? Because you have only, since you've been running for president this time, said that you had -- you in some way would take that back or you didn't agree with the decision that you made over many, many years.",
HARRIS,"And this directly impacted so many women in our country and I personally prosecuted rape cases and child molestation cases; and the experience that those women have, those children have and that they would then be denied the resources ...",
BASH," Thank you, Senator. Let the Vice President ...",
HARRIS, I think is -- is unacceptable.,
BIDEN, The fact is that the senator knows that that's not position. Everybody on this stage has been in the Congress and the Senate or House has voted for the Hyde Amendment at some point.,
BIDEN,"The Hyde Amendment in the past was available because there was other access for those kinds of services provided privately. But once I wrote the legislation, making sure that every single woman would in fact be (ph) have an opportunity to have healthcare paid for by the federal government, everyone that -- that could no longer stand.",
BIDEN,"I support a woman's right to choose. I support it's a constitutional right. I've supported it and I will continue to support it and I will, in fact, move as president to see to it that the Congress legislates that that is the laws as well.",
BASH," Thank you -- thank you, Mr. Vice President. Governor Inslee, your response.",
BASH,(CROSSTALK),
HARRIS, Well why did it take you so long to change your position in the Hyde Amendment. Why did it take so long until you were running for president to change your position on the Hyde?,
BIDEN, Because there was not full federal funding for all reproductive services prior to this point.,
BASH," OK. Thank you. Governor Inslee, your response?",
INSLEE," I -- I would suggest we need to broaden our discussion. I would suggest we need to think about a bigger scandal in America, which is that in professions and careers where women have been more than the majority, they have been almost always under paid.",
INSLEE,"And that is why this year I'm proud to be the governor who won the largest pay increase for our educators in the United States. And I believe that that is long, long overdue. I think it is true for nursing staff as well. And I'm glad that we've now passed in measures. And I'm glad that we've increased our union membership 10 percent ...",
TAPPER," Thank you, Governor.",
INSLEE, So unions can stand up for women as well.,
INSLEE,(CROSSTALK),
TAPPER," Thank you, Governor Inslee. I want to turn to foreign policy, if we can. Senator Booker, there are about 14,000 U.S. services members in Afghanistan right now. If elected, will they still be in Afghanistan by the end of your first year in office?",
BOOKER," Well, first of all, I want to say very clearly that I will not do foreign policy by tweet as Donald Trump seems to do all the time. A guy that literally tweets out that we're pulling our troops out before his generals even know about it is creating a dangerous situation for our troops in places like Afghanistan.",
BOOKER,"And so I will bring our troops home and I will bring them home as quickly as possible, but I will not set during a campaign an artificial deadline. I will make sure we do it, we do it expeditiously, we do it safely, to not create a vacuum that's ultimately going to destabilize the Middle East and perhaps create the environment for terrorism and for extremism to threaten our nation.",
TAPPER," Congresswoman Gabbard, you're the only veteran on this stage. Please respond.",
GABBARD," This is real in a way that's very difficult to convey in words. I was deployed to Iraq in 2005 during the height of the war where I served in a field medical unit where every single day I saw the high cost of war. Just this past week, two more of our soldiers were killed in Afghanistan.",
GABBARD,"My cousin is deployed to Afghanistan right now. Nearly 300 of our Hawaii National Guard soldiers are deployed to Afghanistan, 14,000 servicemembers are deployed there. This is not about arbitrary deadlines. This is about leadership, the leadership I will bring to do the right thing to bring our troops home, within the first year in office, because they shouldn't have been there this long.",
GABBARD,"For too long, we've had leaders who have been arbitrating foreign policy from ivory towers in Washington without any idea about the cost and the consequence, the toll that it takes on our servicemembers, on their families. We have to do the right thing, end these wasteful regime change wars, and bring our troops home.",
GABBARD,(APPLAUSE),
TAPPER," Thank you. Thank you, Congresswoman.",
TAPPER,"Mr. Yang, Iran has now breached the terms of the 2015 nuclear deal after President Trump withdrew the U.S. from the deal, and that puts Iran closer to building a nuclear weapon, the ability to do so, at the very least. You've said if Iran violates the agreement, the U.S. would need to respond, quote, ""very strongly."" So how would a President Yang respond right now?",
YANG," I would move to de-escalate tensions in Iran, because they're responding to the fact that we pulled out of this agreement. And it wasn't just us and Iran. There were many other world powers that were part of that multinational agreement. We'd have to try and reenter that agreement, renegotiate the timelines, because the timelines now don't make as much sense.",
YANG,"But I've signed a pledge to end the forever wars. Right now, our strength abroad reflects our strength at home. What's happened, really? We've fallen apart at home, so we elected Donald Trump, and now we have this erratic and unpredictable relationship with even our longstanding partners and allies.",
YANG,"What we have to do is we have to start investing those resources to solve the problems right here at home. We've spent trillions of dollars and lost thousands of American lives in conflicts that have had unclear benefits. We've been in a constant state of war for 18 years. This is not what the American people want. I would bring the troops home, I would de-escalate tensions with Iran, and I would start investing our resources in our own communities.",
YANG,(APPLAUSE),
TAPPER," Governor Inslee, your response?",
INSLEE," Well, I think that these are matters of great and often difficult judgment. And there is no sort of primer for presidents to read. We have to determine whether a potential president has adequate judgment in these decisions.",
INSLEE,"I was only one of two members on this panel today who were called to make a judgment about the Iraq war. I was a relatively new member of Congress, and I made the right judgment, because it was obvious to me that George Bush was fanning the flames of war.",
INSLEE,"Now we face similar situations where we recognize we have a president who would be willing to beat the drums of war. We need a president who can stand up against the drums of war and make rational decisions. That was the right vote, and I believe it.",
TAPPER," Thank you. Thank you, Governor. Vice President Biden, he was obviously suggesting that you made the wrong decision and had bad judgment when you voted to go to war in Iraq as a U.S. senator.",
BIDEN," I did make a bad judgment, trusting the president saying he was only doing this to get inspectors in and get the U.N. to agree to put inspectors in. From the moment ""shock and awe"" started, from that moment, I was opposed to the effort, and I was outspoken as much as anyone at all in the Congress and the administration.",
BIDEN,"Secondly, I was asked by the president in the first meeting we had on Iraq, he turned and said, Joe, get our combat troops out, in front of the entire national security team. One of the proudest moment of my life was to stand there in Al-Faw Palace and tell everyone that we're coming -- all our combat troops are coming home.",
TAPPER, Thank you.,
BIDEN," I opposed the surge in Afghanistan, this long overdue -- we should have not, in fact, gone into Afghanistan the way...",
BIDEN,(CROSSTALK),
TAPPER," Thank you, Mr. Vice President. I want to bring in...",
INSLEE, Mr. Vice President -- I'd like to comment.,
TAPPER," I would like to bring in the person on the stage who served in Iraq, Governor -- I'm sorry, Congresswoman Gabbard. Your response to what Vice President Biden just said.",
GABBARD," We were all lied to. This is the betrayal. This is the betrayal to the American people, to me, to my fellow servicemembers. We were all lied to, told that Saddam Hussein had weapons of mass destruction, was working with Al Qaida, and that this posed a threat to the American people.",
GABBARD,"So I enlisted after 9/11 to protect our country, to go after those who attacked us on that fateful day, who took the lives of thousands of Americans.",
GABBARD,"The problem is that this current president is continuing to betray us. We were supposed to be going after Al Qaida. But over years now, not only have we not gone after Al Qaida, who is stronger today than they were in 9/11, our president is supporting Al Qaida.",
LEMON," Thank you, Congresswoman.",
DE BLASIO, We didn't talk about Iran.,
LEMON," Let's talk about -- thank you, please.",
DE BLASIO, We didn't talk about Iran.,
LEMON, Please.,
DE BLASIO," We're on the march to war in Iran right now, and we blew by it.",
LEMON," Please, Mayor. The rules -- please follow the rules.",
DE BLASIO," I respect the rules, but we have to stop this march to war in Iran.",
LEMON," Mayor, thank you very much. We're going on...",
DE BLASIO, And the Democratic Party has to stand up for it.,
LEMON," ... and we're going to talk about another subject. Mayor, thank you very much. I appreciate that.",
LEMON,"Let's talk about now the former Special Counsel Robert Mueller's appearance in front of Congress last week. When asked whether or not the president could be charged with a crime after leaving office, his answer was yes.",
LEMON,"Senator Harris, you have criticized President Trump for interfering with the Justice Department, and just last month you said if you were elected president, your Justice Department would, quote, ""have no choice and should go forward with obstruction of justice charges against former President Trump."" Why is it OK for you to advocate for the Justice Department to prosecute somebody, but President Trump, not him?",
HARRIS," Well, I would never direct the Department of Justice to do whatever it believes it should do. But, listen, look, we all watched his testimony. I've read the report. There are 10 clear incidents of obstruction of justice by this president, and he needs to be held accountable. I have seen people go to prison for far less.",
HARRIS,(APPLAUSE),
HARRIS,"And the reality of it is that we have a person in the White House right now who has been shielded by a memo in the United States Department of Justice that says a sitting president cannot be indicted. I believe the American people are right to say there should be consequence and accountability for everyone and no one is above the law, including the president of the United States.",
HARRIS,(APPLAUSE),
LEMON," Senator Booker, your response?",
BOOKER, My response is exactly that. I've read the report. I've read the redacted versions of the report. We have something that is astonishing going on in the United States of the America. We have a president that is not acting like the leader of the free world. He's acting like an authoritarian against the actual Constitution that he swore an oath to uphold.,
BOOKER,And so this is a difference with a lot of us on this debate stage. I believe that we in the United States Congress should start impeachment proceedings immediately. And I'll tell you this...,
BOOKER,(APPLAUSE),
BOOKER,"Debbie Stabenow now has joined my call for starting impeachment proceedings, because he is now stonewalling Congress, not allowing -- subjecting himself to the checks and balances. We swore an oath to uphold the Constitution. The politics of this be dammed. When we look back in history at what happened when a president of the United States started acting more like an authoritarian leader than the leader of the free world, the question is, is what will we have done? And I believe the Congress should do its job.",
LEMON," Senator Booker, thank you very much. Secretary Castro, what's your response?",
CASTRO," Well, I agree. I was the first of the candidates to call on Congress to begin impeachment proceedings. There are 10 different incidents that Robert Mueller has pointed out where this president either obstructed justice or attempted to obstruct justice. And I believe that they should go forward with impeachment proceedings.",
CASTRO,"As to the question of what my Department of Justice would do, I agree with those who say that a president should not direct an attorney general specifically to prosecute or not prosecute. However, I believe that the evidence is plain and clear and that if it gets that far, that you're likely to see a prosecution of Donald Trump.",
LEMON," Thank you, Secretary.",
LEMON,"Mayor de Blasio, I'm going to bring you in. What's your response?",
DE BLASIO," I think it's obvious at this point in our history that the president has committed the crimes worthy of impeachment. But I want to caution my fellow Democrats. While we move in every way we can for impeachment, we have to remember at the same time the American people are out there looking for us to do something for them in their lives. And what they see when they turn on the TV or go online is just talk about impeachment.",
DE BLASIO,"We need more talk about working people and their lives. For example, are we really ready -- and I ask people on this stage this question -- are we ready to make sure that the wealthy pay their fair share in taxes? That's something every American wants to know about. That's something they want answers to right now.",
DE BLASIO,"So, yeah, move for impeachment, but don't forget to do the people's business and to stand up for working people, because that's how we're actually going to beat Donald Trump. The best impeachment is beating him in the election of 2020.",
DE BLASIO,(APPLAUSE),
LEMON," Mayor, thank you very much. Senator Bennet, how do you respond to this conversation?",
BENNET," I think, look, as we go forward here, we need to recognize a very practical reality, which is that we are four months -- we've got the August recess. Then we are four months away from the Iowa Caucuses. And I just want to make sure whatever we do doesn't end up with an acquittal by Mitch McConnell in the Senate, which it surely would. And then President Trump would be running saying that he had been acquitted by the United States Congress.",
BENNET,I believe we have a moral obligation to beat Donald Trump.,
BENNET,(APPLAUSE),
BENNET,He has to be a single-term president. And we can't do anything that plays into our -- his hands. We were talking earlier about -- about climate up here. It's so important. Donald Trump should be the last climate denier that's ever in the White House.,
LEMON," Senator Bennet, thank you very much. Secretary Castro, please respond.",
BENNET, But we need to be smart about how we're running or we're going to give him a second term. We can't do it.,
LEMON," Secretary, please, your turn.",
CASTRO," Well, let me first say that I really do believe that we can walk and chew gum at the same time. All of us have a vision for the future of the country that we're articulating to the American people. We're going to continue to do that. We have an election coming up.",
CASTRO,"At the same time, Senator, you know, I think that too many folks in the Senate and in the Congress have been spooked by 1998. I believe that the times are different. And in fact, I think that folks are making a mistake by not pursuing impeachment. The Mueller Report clearly details that he deserves it.",
CASTRO,"And what's going to happen in the fall of next year, of 2020, if they don't impeach him, is he's going to say, ""You see? You see? The Democrats didn't go after me on impeachment, and you know why? Because I didn't do anything wrong.""",
CASTRO,(APPLAUSE),
CASTRO,"These folks that always investigate me, they're always trying to go after me. When it came down to it, they didn't go after me there because I didn't do anything wrong.""",
CASTRO,"Conversely, if Mitch McConnell is the one that lets him off the hook, we're going to be able to say...",
LEMON, Secretary...,
CASTRO," ""Well, sure, they impeached him in the House, but his friend, Mitch McConnell, Moscow Mitch, let him off the hook.""",
CASTRO,(APPLAUSE),
LEMON," Senator Bennet, please respond.",
LEMON,(APPLAUSE),
BENNET, I -- I don't disagree with that. You just said it better than I did. We have to walk and chew gum at the same time. It is incredibly unusual for members of Congress to be able to do that. And I'm glad that Secretary Castro has the ambition...,
CASTRO," Well, my brother can. He's here tonight.",
BENNET," Ah, that's what I was going to say. It's your brother that's given you that good feeling about the Congress.",
BENNET,(LAUGHTER),
BENNET,That's what we should do.,
LEMON," Thank you, Senator. Thank you, gentlemen.",
LEMON,"The debate continues, right after this.",
TAPPER," Welcome back to the CNN Democratic presidential debate. It is time now for closing statements. You will each receive one minute. Mayor de Blasio, let's begin with you.",
DE BLASIO," Thank you. For the last three years, we've watched Donald Trump pit working people against each other, black versus white, citizen versus immigrant. And why? So that the wealthy and the powerful he represents can hold the American dream hostage from everyone else.",
DE BLASIO,"We can't let them get away with it. If we're going to beat Donald Trump, this has to be a party that stands for something. This has to be the party of labor unions. This has to be the party of universal healthcare. This has to be the party that's not afraid to say out loud we're going to tax the hell out of the wealthy.",
DE BLASIO,"And when we do that, Donald Trump right on cue will call us socialists. Well, here's what I'll say to him. Donald, you're the real socialist. The problem is, it's socialism for the rich. We, here in this country, we don't have to take that anymore. We can fight back.",
DE BLASIO,"If you agree that we can stand up to Donald Trump and we can stand up to the wealthy, then go to taxthehell.com and join us, so we can build a country that puts working people first.",
TAPPER, Senator Bennet?,
BENNET, Thank you. Thank you very much.,
BENNET,"What I want to say to all of you tonight is, we have been here before as a country. We have faced challenges that we've -- we actually even forget some of us tonight how hard the people fought, how hard they worked, how hard they organized, the votes they had to take, the people they had to get to the polls to make this country more democratic, more fair, and more free.",
BENNET,"And now we have a person in the White House who has no appreciation of that history, who doesn't believe in the rule of law, who doesn't believe in the independence of the judiciary, who doesn't believe that climate change is real.",
BENNET,"I think that we have an incredible opportunity in front of us, all of us, to come together just as our parents and grandparents did before them, and face challenges even harder than the ones that we face, but the only way we're going to be able to do it is to put the divisive politics of Donald Trump behind us and the divisive politics of the last 10 years behind us.",
BENNET,"We need to come together united against a broken Washington, make Donald Trump a one-term president, and begin to govern this country again for our kids and our grandkids who cannot do it for themselves. We have to do it for them.",
BENNET,Please join me at michaelbennet.com. Thanks for being here tonight.,
BENNET,(APPLAUSE),
TAPPER, Governor Inslee?,
INSLEE," For decades, we have kicked the can down the road on climate change. And now under Donald Trump, we face a looming catastrophe. But it is not too late. We have one last chance. And when you have one chance in life, you take it.",
Think about this, Literally the survival of humanity on this planet and civilization as we know it is in the hands of the next president. And we have to have a leader who will do what is necessary to save us. And that includes making this the top priority of the next presidency.,
Think about this,"And I alone on this panel am making a commitment that this will be the organizing principle of my administration not the first day, but every day. And if you share my view of the urgency of this matter, I hope you'll join me, because we are up against powerful special fossil fuel interests. And it is time to stand up on our legs and confront the fossil fuel special interests. Because that is our salvation, what it depends upon.",
So I hope you will consider going to jayinslee.com and joining this effort. And I will close with this," I am confident and optimistic tonight, even in the face of this difficulty, because I know we can build a clean energy economy, I know we can save our children and our grandchildren. I know that we can defeat climate change and we will defeat Donald Trump.",
So I hope you will consider going to jayinslee.com and joining this effort. And I will close with this,This is our moral responsibility. And we will fulfill it. Thank you very much.,
So I hope you will consider going to jayinslee.com and joining this effort. And I will close with this,(APPLAUSE),
TAPPER, Senator Gillibrand?,
GILLIBRAND," Donald trump has really torn apart the moral fabric of this country, dividing us on every racial line, every religious line, every socioeconomic line he can find.",
GILLIBRAND,"I'm running for president because I want to help people, and I actually have the experience and the ability to do that. I've brought Congress together and actually made a difference in people's lives.",
GILLIBRAND,"I also know how to beat Donald Trump. He has broken his promises to the American people. I've taken this fight directly to his backyard in Michigan and Ohio and in Pennsylvania, and I'll go to all the places in this country. I will fight for your family. It doesn't matter who you are, it doesn't matter where you live, it doesn't matter who you love. Because that's my responsibility.",
GILLIBRAND,"And I've done this before. I started out in a 2-to-1 Republican district. I won it twice. I've never lost an election since. And I not only bring people together electorally, but also legislatively. I get things done.",
GILLIBRAND,"So we need a president who's not afraid of the big challenges, of the big fights. There is no false choice. We don't need a liberal or progressive with big ideas or we don't need a moderate who can win back Trump-Obama voters. You need someone who can do both. And that's who I am.",
GILLIBRAND,Please go to kirstengillibrand.com so I can make the next debate stage.,
GILLIBRAND,(APPLAUSE),
TAPPER, Congresswoman Gabbard?,
GABBARD, Thank you.,
GABBARD,"Now, Donald Trump and warmongering politicians in Washington have failed us. They continue to escalate tensions with other nuclear-armed countries like Russia and China and North Korea, starting a new Cold War, pushing us closer and closer to the brink of nuclear catastrophe.",
GABBARD,"Now, as we stand here tonight, there are thousands of nuclear missiles pointed at us. And if we were to get an attack right here tonight, we would have 30 minutes, 30 minutes before we were hit. And you would receive an alert like the one we received in Hawaii last year that would say, ""Incoming missile. Seek immediate shelter. This is not a drill. Seek immediate shelter. This is not a drill.""",
GABBARD,"And you would see as we did, as my loved ones in Hawaii did, there is no shelter. This is the warmonger's hoax. There is no shelter. It's all a lie.",
GABBARD,"As president, I will end this insanity, because it doesn't have to be this way. I will end these wasteful regime change wars, work to end this new Cold War through the use of diplomacy to de-escalate these tensions and take the trillions of dollars that we've been wasting on these wars and on these weapons and redirect those resources into serving the needs of our people right here at home, things like health care for all, making sure everyone in this country has clean water to drink and clean air to breathe, investing in education, investing in our infrastructure.",
GABBARD,"The needs are great. As your president, I will put your interests above all else.",
GABBARD,(APPLAUSE),
TAPPER, Secretary Castro?,
CASTRO," Well, first of all, let me say thank you to you, Jake, Dana, and to Don, and to everybody here and to those watching.",
CASTRO,"You know, this election is all about what kind of nation we're going to become. You and I, we stand on the shoulders of folks who have made beds and made sacrifices, people that fought in wars and fought discrimination, folks that picked crops and stood in picket lines, and they helped build the wonderful nation that we live in today.",
CASTRO,"Donald Trump has not been bashful in his cruelty. And I'm not going to be bashful in my common sense and compassion. I believe that we need leadership that understands that we need to move forward as one nation, with one destiny.",
CASTRO,"Our destiny in the years to come is to be the smartest, the healthiest, the fairest and the most prosperous nation on Earth.",
CASTRO," If you want to help me build that America for the future, I hope you'll go to juliancastro.com. And on January 20th, 2021, we'll say together, ""Adios to Donald Trump.""",
CASTRO,(APPLAUSE),
TAPPER, Mr. Yang?,
YANG," You know what the talking heads couldn't stop talking about after the last debate? It's not the fact that I'm somehow number four on the stage in national polling. It was the fact that I wasn't wearing a tie. Instead of talking about automation and our future, including the fact that we automated away 4 million manufacturing jobs, hundreds of thousands right here in Michigan, we're up here with makeup on our faces and our rehearsed attack lines, playing roles in this reality TV show.",
YANG,It's one reason why we elected a reality TV star as our president.,
YANG,(LAUGHTER),
YANG,(APPLAUSE),
YANG,"We need to be laser-focused on solving the real challenges of today, like the fact that the most common jobs in America may not exist in a decade, or that most Americans cannot pay their bills. My flagship proposal, the freedom dividend, would put $1,000 a month into the hands of every American adult. It would be a game-changer for millions of American families.",
YANG,"If you care more about your family and your kids than my neckwear, enter your zip code at yang2020.com and see what $1,000 a month would mean to your community. I have done the math. It's not left; it's not right. It's forward. And that is how we're going to beat Donald Trump in 2020.",
YANG,(APPLAUSE),
TAPPER, Senator Booker?,
BOOKER," Thank you. First, I just want to give a lot of thanks to the city of Detroit. They're hosting us today, and one of the reasons I respect this city is because it has the kind of defiant love that I find in many American cities, including the city of Newark. And Detroit is turning around and Newark is turning around because we let no one divide us, no one demean or degrade us or underestimate or worth. We pulled together and fought for common purpose and common cause.",
BOOKER,"That's the history of this city. My mom is sitting there who was born in the city of Detroit, born to a guy...",
BOOKER,(APPLAUSE),
BOOKER,"... that was a UAW worker, my grandfather, who pulled his family out of poverty in the Depression. My grandmother joined him. She was really entrepreneurial, opened a pool hall and a laundromat right here in this city.",
BOOKER,"That is the American dream. And so many of us have stories like that. But the dream of this country is under threat right now. While, my mom's generation, 80 -- 95% of baby boomers did better than their parents. It's now just a coin toss for millennials. We have a real crisis in our country, and the crisis is Donald Trump, but not only Donald Trump.",
BOOKER,"I have a frustration that sometimes people are saying the only thing they want is to beat Donald Trump. Well, that is the floor and not the ceiling. The way we beat Donald Trump is not just focusing on him. He wants to take all the oxygen out of the room. It's when we start focusing on each other and understanding that our common bonds and our common purpose to address our common pain is what has saved us before. It's what's going to save us now. That is the kind of leader that I am going to be as president of the United States, not just uniting the Democratic Party but making sure that we put more ""indivisible"" back into this one nation under God.",
BOOKER,"And if you believe like I do, please go to corybooker.com and join the mission.",
BOOKER,(APPLAUSE),
TAPPER, Senator Harris?,
HARRIS," So in my background as attorney general of California, I took on the big banks who preyed on the homeowners, many of whom lost their homes and will never be able to buy another. I've taken on the for-profit colleges who preyed on students, put them out of business. I've preyed on transnational criminal organizations that have preyed on women and children.",
HARRIS,"And I will tell you, we have a predator living in the White House.",
HARRIS,(APPLAUSE),
HARRIS,"And I'm going to tell you something. Donald Trump has predatory nature and predatory instincts. And the thing about predators is this. By their very nature, they prey on people they perceive to be weak. They prey on people they perceive to be vulnerable. They prey on people who are in need of help, often desperate for help. And predators are cowards.",
HARRIS,"What we need is someone who is going to be on that debate stage with Donald Trump and defeat him by being able to prosecute the case against four more years. And let me tell you, we've got a long rap sheet. We're looking at someone who passed a tax bill benefiting the top 1 percent and the biggest corporations in this country when he said he would help working families. We've got a person who has put babies in cages and separated children from their parents. We have someone who passed a so-called trade policy that was trade policy by tweet and has resulted in a tax on American families.",
HARRIS,"00 in the morning. And that is my agenda, the 3","00 a.m. agenda that is focused on giving folks the jobs they need, getting their children the education they need, making sure they have the health care they need and the future they deserve."
HARRIS,So please join me at kamalaharris.org. And I thank you for your time.,
HARRIS,(APPLAUSE),
TAPPER, Vice President Biden?,
BIDEN," Thank you. Thank you very much. And thank you, Mr. Mayor, for Detroit hosting this.",
BIDEN,"Look, I've said it many times, and I think everyone agrees with this. We're in a battle for the soul of America. This is the most consequential election anyone of you, no matter how old or young you are, has ever, ever participated in. Four more years of Donald Trump will go down as an aberration -- hard to overcome the damage he's done, but we can overcome it. Eight more years of Donald Trump will change America in a fundamental way. The America we know will no longer exist.",
BIDEN,"Everybody knows who Donald Trump is. We have to let him know who we are. We choose science over fiction. We choose hope over fear. We choose unity over division. And we choose -- we choose the idea that we can as Americans, when we act together, do anything. This is the United States of America. When we've acted together, we have never, never, never been unable to overcome whatever the problem was.",
BIDEN,"If you agree with me, go to joe30330 and help me in this fight. Thank you very much.",
BIDEN,(APPLAUSE),
BASH," Candidates, thank you so much. We appreciate it. And stay with CNN for special coverage of tonight's debate. Anderson Cooper and Chris Cuomo are coming up. That begins right now.",
